No.,QRCODE,SLOT_NO,MAIN_LOADING_TIME,FIRST_IN_DATETIME,LAST_IN_DATETIME,QRCODE
290,A11F2S2642212498,3,2026-08-19 16:03,03:34.0,03:34.0,A11F2S2642212498
291,A11F2S2642211349,6,2026-08-19 16:03,03:34.0,03:34.0,A11F2S2642211349
292,A11F2S2642211350,5,2026-08-19 16:03,03:34.0,03:34.0,A11F2S2642211350
293,A11F2S2642212487,2,2026-08-19 16:03,03:34.0,03:34.0,A11F2S2642212487
294,A11F2S2642211351,4,2026-08-19 16:03,03:34.0,03:34.0,A11F2S2642211351
295,A11F2S2642212493,3,2026-08-19 16:03,03:26.0,03:26.0,A11F2S2642212493
296,A11F2S2642212489,6,2026-08-19 16:03,03:26.0,03:26.0,A11F2S2642212489
297,A11F2S2642212494,2,2026-08-19 16:03,03:26.0,03:26.0,A11F2S2642212494
298,A11F2S2642212504,4,2026-08-19 16:03,03:26.0,03:26.0,A11F2S2642212504
299,A11F2S2642212495,1,2026-08-19 16:03,03:26.0,03:26.0,A11F2S2642212495
300,A11F2S2642212508,5,2026-08-19 16:03,03:26.0,03:26.0,A11F2S2642212508
301,A11F2S2642212481,3,2026-08-19 16:03,03:18.0,03:18.0,A11F2S2642212481
302,A11F2S2642212478,6,2026-08-19 16:03,03:18.0,03:18.0,A11F2S2642212478
303,A11F2S2642212483,1,2026-08-19 16:03,03:18.0,03:18.0,A11F2S2642212483
304,A11F2S2642212492,4,2026-08-19 16:03,03:18.0,03:18.0,A11F2S2642212492
305,A11F2S2642212496,5,2026-08-19 16:03,03:18.0,03:18.0,A11F2S2642212496
306,A11F2S2642212482,2,2026-08-19 16:03,03:18.0,03:18.0,A11F2S2642212482
307,A11F2S2642212497,4,2026-08-19 16:02,03:09.0,03:09.0,A11F2S2642212497
308,A11F2S2642211886,3,2026-08-19 16:02,03:09.0,03:09.0,A11F2S2642211886
309,A11F2S2642212502,6,2026-08-19 16:02,03:09.0,03:09.0,A11F2S2642212502
310,A11F2S2642211876,1,2026-08-19 16:02,03:09.0,03:09.0,A11F2S2642211876
311,A11F2S2642212503,5,2026-08-19 16:02,03:09.0,03:09.0,A11F2S2642212503
312,A11F2S2642211887,2,2026-08-19 16:02,03:09.0,03:09.0,A11F2S2642211887
313,A11F2S2642211877,6,2026-08-19 16:02,03:00.0,03:00.0,A11F2S2642211877
314,A11F2S2642211878,5,2026-08-19 16:02,03:00.0,03:00.0,A11F2S2642211878
315,A11F2S2642211893,2,2026-08-19 16:02,03:00.0,03:00.0,A11F2S2642211893
316,A11F2S2642211879,4,2026-08-19 16:02,03:00.0,03:00.0,A11F2S2642211879
317,A11F2S2642207362,3,2026-08-19 16:02,03:00.0,03:00.0,A11F2S2642207362
318,A11F2S2642211882,1,2026-08-19 16:02,03:00.0,03:00.0,A11F2S2642211882
319,A11F2S2642211881,2,2026-08-19 16:02,02:51.0,02:51.0,A11F2S2642211881
320,A11F2S2642211866,5,2026-08-19 16:02,02:51.0,02:51.0,A11F2S2642211866
321,A11F2S2642211880,3,2026-08-19 16:02,02:51.0,02:51.0,A11F2S2642211880
322,A11F2S2642211865,6,2026-08-19 16:02,02:51.0,02:51.0,A11F2S2642211865
323,A11F2S2642211867,4,2026-08-19 16:02,02:51.0,02:51.0,A11F2S2642211867
324,A11F2S2642211870,1,2026-08-19 16:02,02:51.0,02:51.0,A11F2S2642211870
325,A11F2S2642212505,3,2026-08-19 16:02,02:43.0,02:43.0,A11F2S2642212505
326,A11F2S2642211872,5,2026-08-19 16:02,02:43.0,02:43.0,A11F2S2642211872
327,A11F2S2642211871,6,2026-08-19 16:02,02:43.0,02:43.0,A11F2S2642211871
328,A11F2S2642212507,1,2026-08-19 16:02,02:43.0,02:43.0,A11F2S2642212507
329,A11F2S2642212506,2,2026-08-19 16:02,02:43.0,02:43.0,A11F2S2642212506
330,A11F2S2642211873,4,2026-08-19 16:02,02:43.0,02:43.0,A11F2S2642211873
331,A11F2S2642212527,5,2026-08-19 16:02,02:35.0,02:35.0,A11F2S2642212527
332,A11F2S2642212512,1,2026-08-19 16:02,02:35.0,02:35.0,A11F2S2642212512
333,A11F2S2642212511,2,2026-08-19 16:02,02:35.0,02:35.0,A11F2S2642212511
334,A11F2S2642212522,3,2026-08-19 16:02,02:35.0,02:35.0,A11F2S2642212522
335,A11F2S2642212521,4,2026-08-19 16:02,02:35.0,02:35.0,A11F2S2642212521
336,A11F2S2642212526,6,2026-08-19 16:02,02:35.0,02:35.0,A11F2S2642212526
337,A11F2S2642212509,4,2026-08-19 16:02,02:27.0,02:27.0,A11F2S2642212509
338,A11F2S2642212499,2,2026-08-19 16:02,02:27.0,02:27.0,A11F2S2642212499
339,A11F2S2642212510,3,2026-08-19 16:02,02:27.0,02:27.0,A11F2S2642212510
340,A11F2S2642212514,6,2026-08-19 16:02,02:27.0,02:27.0,A11F2S2642212514
341,A11F2S2642212500,1,2026-08-19 16:02,02:27.0,02:27.0,A11F2S2642212500
342,A11F2S2642212515,5,2026-08-19 16:02,02:27.0,02:27.0,A11F2S2642212515
343,A11F2S2642212501,6,2026-08-19 16:02,02:19.0,02:19.0,A11F2S2642212501
344,A11F2S2642212520,5,2026-08-19 16:02,02:19.0,02:19.0,A11F2S2642212520
345,A11F2S2642211250,1,2026-08-19 16:02,02:19.0,02:19.0,A11F2S2642211250
346,A11F2S2642212516,4,2026-08-19 16:02,02:19.0,02:19.0,A11F2S2642212516
347,A11F2S2642211248,3,2026-08-19 16:02,02:19.0,02:19.0,A11F2S2642211248
348,A11F2S2642211249,2,2026-08-19 16:02,02:19.0,02:19.0,A11F2S2642211249
349,A11F2S2642211258,5,2026-08-19 16:02,02:10.0,02:10.0,A11F2S2642211258
350,A11F2S2642212207,3,2026-08-19 16:02,02:10.0,02:10.0,A11F2S2642212207
351,A11F2S2642212208,2,2026-08-19 16:02,02:10.0,02:10.0,A11F2S2642212208
352,A11F2S2642212206,4,2026-08-19 16:02,02:10.0,02:10.0,A11F2S2642212206
353,A11F2S2642212197,1,2026-08-19 16:02,02:10.0,02:10.0,A11F2S2642212197
354,A11F2S2642211257,6,2026-08-19 16:02,02:10.0,02:10.0,A11F2S2642211257
355,A11F2S2642212202,2,2026-08-19 16:01,02:02.0,02:02.0,A11F2S2642212202
356,A11F2S2642212188,5,2026-08-19 16:01,02:02.0,02:02.0,A11F2S2642212188
357,A11F2S2642212187,6,2026-08-19 16:01,02:02.0,02:02.0,A11F2S2642212187
358,A11F2S2642212200,4,2026-08-19 16:01,02:02.0,02:02.0,A11F2S2642212200
359,A11F2S2642212191,1,2026-08-19 16:01,02:02.0,02:02.0,A11F2S2642212191
360,A11F2S2642212201,3,2026-08-19 16:01,02:02.0,02:02.0,A11F2S2642212201
361,A11F2S2642212193,5,2026-08-19 16:01,01:54.0,01:54.0,A11F2S2642212193
362,A11F2S2642212339,1,2026-08-19 16:01,01:54.0,01:54.0,A11F2S2642212339
363,A11F2S2642212337,3,2026-08-19 16:01,01:54.0,01:54.0,A11F2S2642212337
364,A11F2S2642211247,4,2026-08-19 16:01,01:54.0,01:54.0,A11F2S2642211247
365,A11F2S2642212192,6,2026-08-19 16:01,01:54.0,01:54.0,A11F2S2642212192
366,A11F2S2642212338,2,2026-08-19 16:01,01:54.0,01:54.0,A11F2S2642212338
367,A11F2S2642212346,1,2026-08-19 16:01,01:46.0,01:46.0,A11F2S2642212346
368,A11F2S2642212344,3,2026-08-19 16:01,01:46.0,01:46.0,A11F2S2642212344
369,A11F2S2642212359,5,2026-08-19 16:01,01:46.0,01:46.0,A11F2S2642212359
370,A11F2S2642212340,6,2026-08-19 16:01,01:46.0,01:46.0,A11F2S2642212340
371,A11F2S2642212343,4,2026-08-19 16:01,01:46.0,01:46.0,A11F2S2642212343
372,A11F2S2642212345,2,2026-08-19 16:01,01:46.0,01:46.0,A11F2S2642212345
373,A11F2S2642212334,1,2026-08-19 16:01,01:38.0,01:38.0,A11F2S2642212334
374,A11F2S2642212331,4,2026-08-19 16:01,01:38.0,01:38.0,A11F2S2642212331
375,A11F2S2642212333,2,2026-08-19 16:01,01:38.0,01:38.0,A11F2S2642212333
376,A11F2S2642212347,5,2026-08-19 16:01,01:38.0,01:38.0,A11F2S2642212347
377,A11F2S2642212328,6,2026-08-19 16:01,01:38.0,01:38.0,A11F2S2642212328
378,A11F2S2642212332,3,2026-08-19 16:01,01:38.0,01:38.0,A11F2S2642212332
379,A11F2S2642212342,5,2026-08-19 16:01,01:30.0,01:30.0,A11F2S2642212342
380,A11F2S2642212353,6,2026-08-19 16:01,01:30.0,01:30.0,A11F2S2642212353
381,A11F2S2642212220,3,2026-08-19 16:01,01:30.0,01:30.0,A11F2S2642212220
382,A11F2S2642212209,2,2026-08-19 16:01,01:30.0,01:30.0,A11F2S2642212209
383,A11F2S2642212336,4,2026-08-19 16:01,01:30.0,01:30.0,A11F2S2642212336
384,A11F2S2642212210,1,2026-08-19 16:01,01:30.0,01:30.0,A11F2S2642212210
385,A11F2S2642212211,6,2026-08-19 16:01,01:22.0,01:22.0,A11F2S2642212211
386,A11F2S2642212205,1,2026-08-19 16:01,01:22.0,01:22.0,A11F2S2642212205
387,A11F2S2642212204,2,2026-08-19 16:01,01:22.0,01:22.0,A11F2S2642212204
388,A11F2S2642212214,4,2026-08-19 16:01,01:22.0,01:22.0,A11F2S2642212214
389,A11F2S2642212218,5,2026-08-19 16:01,01:22.0,01:22.0,A11F2S2642212218
390,A11F2S2642212203,3,2026-08-19 16:01,01:22.0,01:22.0,A11F2S2642212203
391,A11F2S2642211259,4,2026-08-19 16:01,01:15.0,01:15.0,A11F2S2642211259
392,A11F2S2642212199,5,2026-08-19 16:01,01:15.0,01:15.0,A11F2S2642212199
393,A11F2S2642212198,6,2026-08-19 16:01,01:15.0,01:15.0,A11F2S2642212198
394,A11F2S2642211260,3,2026-08-19 16:01,01:15.0,01:15.0,A11F2S2642211260
395,A11F2S2642211262,1,2026-08-19 16:01,01:15.0,01:15.0,A11F2S2642211262
396,A11F2S2642211261,2,2026-08-19 16:01,01:15.0,01:15.0,A11F2S2642211261
397,A11F2S2642212358,1,2026-08-19 16:00,01:06.0,01:06.0,A11F2S2642212358
398,A11F2S2642212212,6,2026-08-19 16:00,01:06.0,01:06.0,A11F2S2642212212
399,A11F2S2642212356,3,2026-08-19 16:00,01:06.0,01:06.0,A11F2S2642212356
400,A11F2S2642212213,5,2026-08-19 16:00,01:06.0,01:06.0,A11F2S2642212213
401,A11F2S2642212217,4,2026-08-19 16:00,01:06.0,01:06.0,A11F2S2642212217
402,A11F2S2642212357,2,2026-08-19 16:00,01:06.0,01:06.0,A11F2S2642212357
403,A11F2S2642212360,3,2026-08-19 16:00,00:58.0,00:58.0,A11F2S2642212360
404,A11F2S2642212375,6,2026-08-19 16:00,00:58.0,00:58.0,A11F2S2642212375
405,A11F2S2642212362,1,2026-08-19 16:00,00:58.0,00:58.0,A11F2S2642212362
406,A11F2S2642212371,4,2026-08-19 16:00,00:58.0,00:58.0,A11F2S2642212371
407,A11F2S2642212361,2,2026-08-19 16:00,00:58.0,00:58.0,A11F2S2642212361
408,A11F2S2642212376,5,2026-08-19 16:00,00:58.0,00:58.0,A11F2S2642212376
409,A11F2S2642212354,5,2026-08-19 16:00,00:49.0,00:49.0,A11F2S2642212354
410,A11F2S2642212365,6,2026-08-19 16:00,00:49.0,00:49.0,A11F2S2642212365
411,A11F2S2642212348,4,2026-08-19 16:00,00:49.0,00:49.0,A11F2S2642212348
412,A11F2S2642212350,2,2026-08-19 16:00,00:49.0,00:49.0,A11F2S2642212350
413,A11F2S2642212349,3,2026-08-19 16:00,00:49.0,00:49.0,A11F2S2642212349
414,A11F2S2642212351,1,2026-08-19 16:00,00:49.0,00:49.0,A11F2S2642212351
415,A11F2S2642212224,1,2026-08-19 16:00,00:41.0,00:41.0,A11F2S2642212224
416,A11F2S2642212370,5,2026-08-19 16:00,00:41.0,00:41.0,A11F2S2642212370
417,A11F2S2642212250,3,2026-08-19 16:00,00:41.0,00:41.0,A11F2S2642212250
418,A11F2S2642212352,6,2026-08-19 16:00,00:41.0,00:41.0,A11F2S2642212352
419,A11F2S2642212239,2,2026-08-19 16:00,00:41.0,00:41.0,A11F2S2642212239
420,A11F2S2642212355,4,2026-08-19 16:00,00:41.0,00:41.0,A11F2S2642212355
421,A11F2S2642212253,3,2026-08-19 16:00,00:33.0,00:33.0,A11F2S2642212253
422,A11F2S2642212255,1,2026-08-19 16:00,00:33.0,00:33.0,A11F2S2642212255
423,A11F2S2642212254,2,2026-08-19 16:00,00:33.0,00:33.0,A11F2S2642212254
424,A11F2S2642212259,5,2026-08-19 16:00,00:33.0,00:33.0,A11F2S2642212259
425,A11F2S2642212252,4,2026-08-19 16:00,00:33.0,00:33.0,A11F2S2642212252
426,A11F2S2642212258,6,2026-08-19 16:00,00:33.0,00:33.0,A11F2S2642212258
427,A11F2S2642212240,4,2026-08-19 16:00,00:25.0,00:25.0,A11F2S2642212240
428,A11F2S2642212247,6,2026-08-19 16:00,00:25.0,00:25.0,A11F2S2642212247
429,A11F2S2642212241,3,2026-08-19 16:00,00:25.0,00:25.0,A11F2S2642212241
430,A11F2S2642212242,2,2026-08-19 16:00,00:25.0,00:25.0,A11F2S2642212242
431,A11F2S2642212248,5,2026-08-19 16:00,00:25.0,00:25.0,A11F2S2642212248
432,A11F2S2642212243,1,2026-08-19 16:00,00:25.0,00:25.0,A11F2S2642212243
433,A11F2S2642212233,5,2026-08-19 16:00,00:17.0,00:17.0,A11F2S2642212233
434,A11F2S2642212244,6,2026-08-19 16:00,00:17.0,00:17.0,A11F2S2642212244
435,A11F2S2642212401,2,2026-08-19 16:00,00:17.0,00:17.0,A11F2S2642212401
436,A11F2S2642212249,4,2026-08-19 16:00,00:17.0,00:17.0,A11F2S2642212249
437,A11F2S2642212399,1,2026-08-19 16:00,00:17.0,00:17.0,A11F2S2642212399
438,A11F2S2642212400,3,2026-08-19 16:00,00:17.0,00:17.0,A11F2S2642212400
439,A11F2S2642212403,4,2026-08-19 15:59,00:09.0,00:09.0,A11F2S2642212403
440,A11F2S2642212405,2,2026-08-19 15:59,00:09.0,00:09.0,A11F2S2642212405
441,A11F2S2642212406,1,2026-08-19 15:59,00:09.0,00:09.0,A11F2S2642212406
442,A11F2S2642212409,5,2026-08-19 15:59,00:09.0,00:09.0,A11F2S2642212409
443,A11F2S2642212408,6,2026-08-19 15:59,00:09.0,00:09.0,A11F2S2642212408
444,A11F2S2642212404,3,2026-08-19 15:59,00:09.0,00:09.0,A11F2S2642212404
445,A11F2S2642212384,1,2026-08-19 15:59,00:00.0,00:00.0,A11F2S2642212384
446,A11F2S2642212392,3,2026-08-19 15:59,00:00.0,00:00.0,A11F2S2642212392
447,A11F2S2642212391,4,2026-08-19 15:59,00:00.0,00:00.0,A11F2S2642212391
448,A11F2S2642212397,5,2026-08-19 15:59,00:00.0,00:00.0,A11F2S2642212397
449,A11F2S2642212395,2,2026-08-19 15:59,00:00.0,00:00.0,A11F2S2642212395
450,A11F2S2642212396,6,2026-08-19 15:59,00:00.0,00:00.0,A11F2S2642212396
451,A11F2S2642212398,4,2026-08-19 15:59,59:53.0,59:53.0,A11F2S2642212398
452,A11F2S2642212402,5,2026-08-19 15:59,59:53.0,59:53.0,A11F2S2642212402
453,A11F2S2642212221,1,2026-08-19 15:59,59:53.0,59:53.0,A11F2S2642212221
454,A11F2S2642212232,2,2026-08-19 15:59,59:53.0,59:53.0,A11F2S2642212232
455,A11F2S2642212230,3,2026-08-19 15:59,59:53.0,59:53.0,A11F2S2642212230
456,A11F2S2642212393,6,2026-08-19 15:59,59:53.0,59:53.0,A11F2S2642212393
457,A11F2S2642212238,3,2026-08-19 15:59,59:44.0,59:44.0,A11F2S2642212238
458,A11F2S2642212227,2,2026-08-19 15:59,59:44.0,59:44.0,A11F2S2642212227
459,A11F2S2642212222,6,2026-08-19 15:59,59:44.0,59:44.0,A11F2S2642212222
460,A11F2S2642212246,1,2026-08-19 15:59,59:44.0,59:44.0,A11F2S2642212246
461,A11F2S2642212237,4,2026-08-19 15:59,59:44.0,59:44.0,A11F2S2642212237
462,A11F2S2642212231,5,2026-08-19 15:59,59:44.0,59:44.0,A11F2S2642212231
463,A11F2S2642212226,4,2026-08-19 15:59,59:36.0,59:36.0,A11F2S2642212226
464,A11F2S2642212215,3,2026-08-19 15:59,59:36.0,59:36.0,A11F2S2642212215
465,A11F2S2642212223,6,2026-08-19 15:59,59:36.0,59:36.0,A11F2S2642212223
466,A11F2S2642212234,1,2026-08-19 15:59,59:36.0,59:36.0,A11F2S2642212234
467,A11F2S2642212216,2,2026-08-19 15:59,59:36.0,59:36.0,A11F2S2642212216
468,A11F2S2642212225,5,2026-08-19 15:59,59:36.0,59:36.0,A11F2S2642212225
469,A11F2S2642212416,3,2026-08-19 15:59,59:28.0,59:28.0,A11F2S2642212416
470,A11F2S2642212236,5,2026-08-19 15:59,59:28.0,59:28.0,A11F2S2642212236
471,A11F2S2642212228,4,2026-08-19 15:59,59:28.0,59:28.0,A11F2S2642212228
472,A11F2S2642212418,1,2026-08-19 15:59,59:28.0,59:28.0,A11F2S2642212418
473,A11F2S2642212417,2,2026-08-19 15:59,59:28.0,59:28.0,A11F2S2642212417
474,A11F2S2642212235,6,2026-08-19 15:59,59:28.0,59:28.0,A11F2S2642212235
475,A11F2S2642212443,1,2026-08-19 15:59,59:19.0,59:19.0,A11F2S2642212443
476,A11F2S2642212423,2,2026-08-19 15:59,59:19.0,59:19.0,A11F2S2642212423
477,A11F2S2642212422,4,2026-08-19 15:59,59:19.0,59:19.0,A11F2S2642212422
478,A11F2S2642212437,5,2026-08-19 15:59,59:19.0,59:19.0,A11F2S2642212437
479,A11F2S2642212419,6,2026-08-19 15:59,59:19.0,59:19.0,A11F2S2642212419
480,A11F2S2642212424,3,2026-08-19 15:59,59:19.0,59:19.0,A11F2S2642212424
481,A11F2S2642212413,1,2026-08-19 15:59,59:12.0,59:12.0,A11F2S2642212413
482,A11F2S2642212411,3,2026-08-19 15:59,59:12.0,59:12.0,A11F2S2642212411
483,A11F2S2642212412,2,2026-08-19 15:59,59:12.0,59:12.0,A11F2S2642212412
484,A11F2S2642212410,4,2026-08-19 15:59,59:12.0,59:12.0,A11F2S2642212410
485,A11F2S2642212425,5,2026-08-19 15:59,59:12.0,59:12.0,A11F2S2642212425
486,A11F2S2642212407,6,2026-08-19 15:59,59:12.0,59:12.0,A11F2S2642212407
487,A11F2S2642212431,6,2026-08-19 15:58,59:04.0,59:04.0,A11F2S2642212431
488,A11F2S2642212415,4,2026-08-19 15:58,59:04.0,59:04.0,A11F2S2642212415
489,A11F2S2642212265,3,2026-08-19 15:58,59:04.0,59:04.0,A11F2S2642212265
490,A11F2S2642212421,5,2026-08-19 15:58,59:04.0,59:04.0,A11F2S2642212421
491,A11F2S2642212267,1,2026-08-19 15:58,59:04.0,59:04.0,A11F2S2642212267
492,A11F2S2642212266,2,2026-08-19 15:58,59:04.0,59:04.0,A11F2S2642212266
493,A11F2S2642212257,5,2026-08-19 15:58,58:56.0,58:56.0,A11F2S2642212257
494,A11F2S2642212273,4,2026-08-19 15:58,58:56.0,58:56.0,A11F2S2642212273
495,A11F2S2642212251,2,2026-08-19 15:58,58:56.0,58:56.0,A11F2S2642212251
496,A11F2S2642212268,6,2026-08-19 15:58,58:56.0,58:56.0,A11F2S2642212268
497,A11F2S2642212274,3,2026-08-19 15:58,58:56.0,58:56.0,A11F2S2642212274
498,A11F2S2642212282,1,2026-08-19 15:58,58:56.0,58:56.0,A11F2S2642212282
499,A11F2S2642212260,4,2026-08-19 15:58,58:47.0,58:47.0,A11F2S2642212260
500,A11F2S2642212261,3,2026-08-19 15:58,58:47.0,58:47.0,A11F2S2642212261
501,A11F2S2642212256,6,2026-08-19 15:58,58:47.0,58:47.0,A11F2S2642212256
502,A11F2S2642212262,2,2026-08-19 15:58,58:47.0,58:47.0,A11F2S2642212262
503,A11F2S2642212245,5,2026-08-19 15:58,58:47.0,58:47.0,A11F2S2642212245
504,A11F2S2642212270,1,2026-08-19 15:58,58:47.0,58:47.0,A11F2S2642212270
505,A11F2S2642212442,1,2026-08-19 15:58,58:39.0,58:39.0,A11F2S2642212442
506,A11F2S2642212264,4,2026-08-19 15:58,58:39.0,58:39.0,A11F2S2642212264
507,A11F2S2642212441,2,2026-08-19 15:58,58:39.0,58:39.0,A11F2S2642212441
508,A11F2S2642212272,5,2026-08-19 15:58,58:39.0,58:39.0,A11F2S2642212272
509,A11F2S2642212271,6,2026-08-19 15:58,58:39.0,58:39.0,A11F2S2642212271
510,A11F2S2642212440,3,2026-08-19 15:58,58:39.0,58:39.0,A11F2S2642212440
511,A11F2S2642212420,1,2026-08-19 15:58,58:30.0,58:30.0,A11F2S2642212420
512,A11F2S2642212434,4,2026-08-19 15:58,58:30.0,58:30.0,A11F2S2642212434
513,A11F2S2642212462,5,2026-08-19 15:58,58:30.0,58:30.0,A11F2S2642212462
514,A11F2S2642212436,2,2026-08-19 15:58,58:30.0,58:30.0,A11F2S2642212436
515,A11F2S2642212435,3,2026-08-19 15:58,58:30.0,58:30.0,A11F2S2642212435
516,A11F2S2642212439,6,2026-08-19 15:58,58:30.0,58:30.0,A11F2S2642212439
517,A11F2S2642212432,6,2026-08-19 15:58,58:22.0,58:22.0,A11F2S2642212432
518,A11F2S2642212428,2,2026-08-19 15:58,58:22.0,58:22.0,A11F2S2642212428
519,A11F2S2642212433,5,2026-08-19 15:58,58:22.0,58:22.0,A11F2S2642212433
520,A11F2S2642212429,1,2026-08-19 15:58,58:22.0,58:22.0,A11F2S2642212429
521,A11F2S2642212426,4,2026-08-19 15:58,58:22.0,58:22.0,A11F2S2642212426
522,A11F2S2642212427,3,2026-08-19 15:58,58:22.0,58:22.0,A11F2S2642212427
523,A11F2S2642212430,6,2026-08-19 15:58,58:15.0,58:15.0,A11F2S2642212430
524,A11F2S2642212275,2,2026-08-19 15:58,58:15.0,58:15.0,A11F2S2642212275
525,A11F2S2642212263,1,2026-08-19 15:58,58:15.0,58:15.0,A11F2S2642212263
526,A11F2S2642212438,4,2026-08-19 15:58,58:15.0,58:15.0,A11F2S2642212438
527,A11F2S2642212450,5,2026-08-19 15:58,58:15.0,58:15.0,A11F2S2642212450
528,A11F2S2642212286,3,2026-08-19 15:58,58:15.0,58:15.0,A11F2S2642212286
529,A11F2S2642212288,4,2026-08-19 15:57,58:06.0,58:06.0,A11F2S2642212288
530,A11F2S2642212291,1,2026-08-19 15:57,58:06.0,58:06.0,A11F2S2642212291
531,A11F2S2642212289,3,2026-08-19 15:57,58:06.0,58:06.0,A11F2S2642212289
532,A11F2S2642212294,6,2026-08-19 15:57,58:06.0,58:06.0,A11F2S2642212294
533,A11F2S2642212290,2,2026-08-19 15:57,58:06.0,58:06.0,A11F2S2642212290
534,A11F2S2642212295,5,2026-08-19 15:57,58:06.0,58:06.0,A11F2S2642212295
535,A11F2S2642212284,5,2026-08-19 15:57,57:59.0,57:59.0,A11F2S2642212284
536,A11F2S2642212276,4,2026-08-19 15:57,57:59.0,57:59.0,A11F2S2642212276
537,A11F2S2642212279,1,2026-08-19 15:57,57:59.0,57:59.0,A11F2S2642212279
538,A11F2S2642212277,3,2026-08-19 15:57,57:59.0,57:59.0,A11F2S2642212277
539,A11F2S2642212283,6,2026-08-19 15:57,57:59.0,57:59.0,A11F2S2642212283
540,A11F2S2642212278,2,2026-08-19 15:57,57:59.0,57:59.0,A11F2S2642212278
541,A11F2S2642212269,5,2026-08-19 15:57,57:50.0,57:50.0,A11F2S2642212269
542,A11F2S2642212373,1,2026-08-19 15:57,57:50.0,57:50.0,A11F2S2642212373
543,A11F2S2642212372,2,2026-08-19 15:57,57:50.0,57:50.0,A11F2S2642212372
544,A11F2S2642212280,6,2026-08-19 15:57,57:50.0,57:50.0,A11F2S2642212280
545,A11F2S2642212383,3,2026-08-19 15:57,57:50.0,57:50.0,A11F2S2642212383
546,A11F2S2642212285,4,2026-08-19 15:57,57:50.0,57:50.0,A11F2S2642212285
547,A11F2S2642212380,1,2026-08-19 15:57,57:41.0,57:41.0,A11F2S2642212380
548,A11F2S2642212389,4,2026-08-19 15:57,57:41.0,57:41.0,A11F2S2642212389
549,A11F2S2642212378,3,2026-08-19 15:57,57:41.0,57:41.0,A11F2S2642212378
550,A11F2S2642212390,5,2026-08-19 15:57,57:41.0,57:41.0,A11F2S2642212390
551,A11F2S2642212374,6,2026-08-19 15:57,57:41.0,57:41.0,A11F2S2642212374
552,A11F2S2642212379,2,2026-08-19 15:57,57:41.0,57:41.0,A11F2S2642212379
553,A11F2S2642212381,5,2026-08-19 15:57,57:34.0,57:34.0,A11F2S2642212381
554,A11F2S2642212377,4,2026-08-19 15:57,57:34.0,57:34.0,A11F2S2642212377
555,A11F2S2642212367,3,2026-08-19 15:57,57:34.0,57:34.0,A11F2S2642212367
556,A11F2S2642212364,6,2026-08-19 15:57,57:34.0,57:34.0,A11F2S2642212364
557,A11F2S2642212369,1,2026-08-19 15:57,57:34.0,57:34.0,A11F2S2642212369
558,A11F2S2642212368,2,2026-08-19 15:57,57:34.0,57:34.0,A11F2S2642212368
559,A11F2S2642212322,2,2026-08-19 15:57,57:24.0,57:24.0,A11F2S2642212322
560,A11F2S2642212318,1,2026-08-19 15:57,57:24.0,57:24.0,A11F2S2642212318
561,A11F2S2642212386,6,2026-08-19 15:57,57:24.0,57:24.0,A11F2S2642212386
562,A11F2S2642212321,3,2026-08-19 15:57,57:24.0,57:24.0,A11F2S2642212321
563,A11F2S2642212388,5,2026-08-19 15:57,57:24.0,57:24.0,A11F2S2642212388
564,A11F2S2642212382,4,2026-08-19 15:57,57:24.0,57:24.0,A11F2S2642212382
565,A11F2S2642212324,4,2026-08-19 15:57,57:16.0,57:16.0,A11F2S2642212324
566,A11F2S2642212326,2,2026-08-19 15:57,57:16.0,57:16.0,A11F2S2642212326
567,A11F2S2642212325,3,2026-08-19 15:57,57:16.0,57:16.0,A11F2S2642212325
568,A11F2S2642212327,1,2026-08-19 15:57,57:16.0,57:16.0,A11F2S2642212327
569,A11F2S2642212330,5,2026-08-19 15:57,57:16.0,57:16.0,A11F2S2642212330
570,A11F2S2642212341,6,2026-08-19 15:57,57:16.0,57:16.0,A11F2S2642212341
571,A11F2S2642212313,3,2026-08-19 15:56,57:09.0,57:09.0,A11F2S2642212313
572,A11F2S2642212316,1,2026-08-19 15:56,57:09.0,57:09.0,A11F2S2642212316
573,A11F2S2642212329,6,2026-08-19 15:56,57:09.0,57:09.0,A11F2S2642212329
574,A11F2S2642212312,4,2026-08-19 15:56,57:09.0,57:09.0,A11F2S2642212312
575,A11F2S2642212319,5,2026-08-19 15:56,57:09.0,57:09.0,A11F2S2642212319
576,A11F2S2642212315,2,2026-08-19 15:56,57:09.0,57:09.0,A11F2S2642212315
577,A11F2S2642212449,1,2026-08-19 15:56,57:01.0,57:01.0,A11F2S2642212449
578,A11F2S2642212447,3,2026-08-19 15:56,57:01.0,57:01.0,A11F2S2642212447
579,A11F2S2642212335,5,2026-08-19 15:56,57:01.0,57:01.0,A11F2S2642212335
580,A11F2S2642212320,4,2026-08-19 15:56,57:01.0,57:01.0,A11F2S2642212320
581,A11F2S2642212314,6,2026-08-19 15:56,57:01.0,57:01.0,A11F2S2642212314
582,A11F2S2642212448,2,2026-08-19 15:56,57:01.0,57:01.0,A11F2S2642212448
583,A11F2S2642212457,5,2026-08-19 15:56,56:53.0,56:53.0,A11F2S2642212457
584,A11F2S2642212465,2,2026-08-19 15:56,56:53.0,56:53.0,A11F2S2642212465
585,A11F2S2642212466,1,2026-08-19 15:56,56:53.0,56:53.0,A11F2S2642212466
