No.,QRCODE,SLOT_NO,MAIN_LOADING_TIME,FIRST_IN_DATETIME,LAST_IN_DATETIME,QRCODE
12487,A11F2S2642133192,5,2026-08-19 11:25,25:26.0,25:26.0,A11F2S2642133192
12488,A11F2S2642133193,4,2026-08-19 11:25,25:26.0,25:26.0,A11F2S2642133193
12489,A11F2S2642133191,6,2026-08-19 11:25,25:26.0,25:26.0,A11F2S2642133191
12490,A11F2S2642133183,2,2026-08-19 11:25,25:26.0,25:26.0,A11F2S2642133183
12491,A11F2S2642133182,3,2026-08-19 11:25,25:26.0,25:26.0,A11F2S2642133182
12492,A11F2S2642133184,1,2026-08-19 11:25,25:26.0,25:26.0,A11F2S2642133184
12493,A11F2S2642132764,1,2026-08-19 11:25,25:19.0,25:19.0,A11F2S2642132764
12494,A11F2S2642132763,2,2026-08-19 11:25,25:19.0,25:19.0,A11F2S2642132763
12495,A11F2S2642133199,4,2026-08-19 11:25,25:19.0,25:19.0,A11F2S2642133199
12496,A11F2S2642133197,6,2026-08-19 11:25,25:19.0,25:19.0,A11F2S2642133197
12497,A11F2S2642132770,3,2026-08-19 11:25,25:19.0,25:19.0,A11F2S2642132770
12498,A11F2S2642133198,5,2026-08-19 11:25,25:19.0,25:19.0,A11F2S2642133198
12499,A11F2S2642132765,6,2026-08-19 11:25,25:10.0,25:10.0,A11F2S2642132765
12500,A11F2S2642132755,4,2026-08-19 11:25,25:10.0,25:10.0,A11F2S2642132755
12501,A11F2S2642132756,3,2026-08-19 11:25,25:10.0,25:10.0,A11F2S2642132756
12502,A11F2S2642132772,1,2026-08-19 11:25,25:10.0,25:10.0,A11F2S2642132772
12503,A11F2S2642132771,2,2026-08-19 11:25,25:10.0,25:10.0,A11F2S2642132771
12504,A11F2S2642132766,5,2026-08-19 11:25,25:10.0,25:10.0,A11F2S2642132766
12505,A11F2S2642132743,5,2026-08-19 11:24,25:01.0,25:01.0,A11F2S2642132743
12506,A11F2S2642132745,3,2026-08-19 11:24,25:01.0,25:01.0,A11F2S2642132745
12507,A11F2S2642132760,1,2026-08-19 11:24,25:01.0,25:01.0,A11F2S2642132760
12508,A11F2S2642132744,4,2026-08-19 11:24,25:01.0,25:01.0,A11F2S2642132744
12509,A11F2S2642132754,6,2026-08-19 11:24,25:01.0,25:01.0,A11F2S2642132754
12510,A11F2S2642132759,2,2026-08-19 11:24,25:01.0,25:01.0,A11F2S2642132759
12511,A11F2S2642132749,6,2026-08-19 11:24,24:54.0,24:54.0,A11F2S2642132749
12512,A11F2S2642133155,3,2026-08-19 11:24,24:54.0,24:54.0,A11F2S2642133155
12513,A11F2S2642132769,4,2026-08-19 11:24,24:54.0,24:54.0,A11F2S2642132769
12514,A11F2S2642132750,5,2026-08-19 11:24,24:54.0,24:54.0,A11F2S2642132750
12515,A11F2S2642133157,1,2026-08-19 11:24,24:54.0,24:54.0,A11F2S2642133157
12516,A11F2S2642133156,2,2026-08-19 11:24,24:54.0,24:54.0,A11F2S2642133156
12517,A11F2S2642133158,5,2026-08-19 11:24,24:45.0,24:45.0,A11F2S2642133158
12518,A11F2S2642133159,4,2026-08-19 11:24,24:45.0,24:45.0,A11F2S2642133159
12519,A11F2S2642133161,2,2026-08-19 11:24,24:45.0,24:45.0,A11F2S2642133161
12520,A11F2S2642133160,3,2026-08-19 11:24,24:45.0,24:45.0,A11F2S2642133160
12521,A11F2S2642133162,1,2026-08-19 11:24,24:45.0,24:45.0,A11F2S2642133162
12522,A11F2S2642133169,6,2026-08-19 11:24,24:45.0,24:45.0,A11F2S2642133169
12523,A11F2S2642133146,6,2026-08-19 11:24,24:37.0,24:37.0,A11F2S2642133146
12524,A11F2S2642133150,2,2026-08-19 11:24,24:37.0,24:37.0,A11F2S2642133150
12525,A11F2S2642133147,5,2026-08-19 11:24,24:37.0,24:37.0,A11F2S2642133147
12526,A11F2S2642133149,3,2026-08-19 11:24,24:37.0,24:37.0,A11F2S2642133149
12527,A11F2S2642133148,4,2026-08-19 11:24,24:37.0,24:37.0,A11F2S2642133148
12528,A11F2S2642133151,1,2026-08-19 11:24,24:37.0,24:37.0,A11F2S2642133151
12529,A11F2S2642133163,6,2026-08-19 11:24,24:28.0,24:28.0,A11F2S2642133163
12530,A11F2S2642132737,1,2026-08-19 11:24,24:28.0,24:28.0,A11F2S2642132737
12531,A11F2S2642132733,3,2026-08-19 11:24,24:28.0,24:28.0,A11F2S2642132733
12532,A11F2S2642133152,5,2026-08-19 11:24,24:28.0,24:28.0,A11F2S2642133152
12533,A11F2S2642133153,4,2026-08-19 11:24,24:28.0,24:28.0,A11F2S2642133153
12534,A11F2S2642132748,2,2026-08-19 11:24,24:28.0,24:28.0,A11F2S2642132748
12535,A11F2S2642132753,1,2026-08-19 11:24,24:20.0,24:20.0,A11F2S2642132753
12536,A11F2S2642132738,6,2026-08-19 11:24,24:20.0,24:20.0,A11F2S2642132738
12537,A11F2S2642132758,3,2026-08-19 11:24,24:20.0,24:20.0,A11F2S2642132758
12538,A11F2S2642132752,2,2026-08-19 11:24,24:20.0,24:20.0,A11F2S2642132752
12539,A11F2S2642132757,4,2026-08-19 11:24,24:20.0,24:20.0,A11F2S2642132757
12540,A11F2S2642132739,5,2026-08-19 11:24,24:20.0,24:20.0,A11F2S2642132739
12541,A11F2S2642132725,6,2026-08-19 11:24,24:12.0,24:12.0,A11F2S2642132725
12542,A11F2S2642132726,5,2026-08-19 11:24,24:12.0,24:12.0,A11F2S2642132726
12543,A11F2S2642132746,4,2026-08-19 11:24,24:12.0,24:12.0,A11F2S2642132746
12544,A11F2S2642132747,3,2026-08-19 11:24,24:12.0,24:12.0,A11F2S2642132747
12545,A11F2S2642132740,2,2026-08-19 11:24,24:12.0,24:12.0,A11F2S2642132740
12546,A11F2S2642132741,1,2026-08-19 11:24,24:12.0,24:12.0,A11F2S2642132741
12547,A11F2S2642132742,6,2026-08-19 11:23,24:04.0,24:04.0,A11F2S2642132742
12548,A11F2S2642133102,2,2026-08-19 11:23,24:04.0,24:04.0,A11F2S2642133102
12549,A11F2S2642133101,3,2026-08-19 11:23,24:04.0,24:04.0,A11F2S2642133101
12550,A11F2S2642133103,1,2026-08-19 11:23,24:04.0,24:04.0,A11F2S2642133103
12551,A11F2S2642132731,5,2026-08-19 11:23,24:04.0,24:04.0,A11F2S2642132731
12552,A11F2S2642132732,4,2026-08-19 11:23,24:04.0,24:04.0,A11F2S2642132732
12553,A11F2S2642133106,3,2026-08-19 11:23,23:55.0,23:55.0,A11F2S2642133106
12554,A11F2S2642133107,2,2026-08-19 11:23,23:55.0,23:55.0,A11F2S2642133107
12555,A11F2S2642133105,4,2026-08-19 11:23,23:55.0,23:55.0,A11F2S2642133105
12556,A11F2S2642133093,5,2026-08-19 11:23,23:55.0,23:55.0,A11F2S2642133093
12557,A11F2S2642133092,6,2026-08-19 11:23,23:55.0,23:55.0,A11F2S2642133092
12558,A11F2S2642133109,1,2026-08-19 11:23,23:55.0,23:55.0,A11F2S2642133109
12559,A11F2S2642133081,6,2026-08-19 11:23,23:48.0,23:48.0,A11F2S2642133081
12560,A11F2S2642133094,4,2026-08-19 11:23,23:48.0,23:48.0,A11F2S2642133094
12561,A11F2S2642133086,1,2026-08-19 11:23,23:48.0,23:48.0,A11F2S2642133086
12562,A11F2S2642133095,3,2026-08-19 11:23,23:48.0,23:48.0,A11F2S2642133095
12563,A11F2S2642133082,5,2026-08-19 11:23,23:48.0,23:48.0,A11F2S2642133082
12564,A11F2S2642133097,2,2026-08-19 11:23,23:48.0,23:48.0,A11F2S2642133097
12565,A11F2S2642133088,5,2026-08-19 11:23,23:40.0,23:40.0,A11F2S2642133088
12566,A11F2S2642132799,2,2026-08-19 11:23,23:40.0,23:40.0,A11F2S2642132799
12567,A11F2S2642133100,4,2026-08-19 11:23,23:40.0,23:40.0,A11F2S2642133100
12568,A11F2S2642133087,6,2026-08-19 11:23,23:40.0,23:40.0,A11F2S2642133087
12569,A11F2S2642132806,3,2026-08-19 11:23,23:40.0,23:40.0,A11F2S2642132806
12570,A11F2S2642132800,1,2026-08-19 11:23,23:40.0,23:40.0,A11F2S2642132800
12571,A11F2S2642132791,4,2026-08-19 11:23,23:32.0,23:32.0,A11F2S2642132791
12572,A11F2S2642132807,2,2026-08-19 11:23,23:32.0,23:32.0,A11F2S2642132807
12573,A11F2S2642132792,3,2026-08-19 11:23,23:32.0,23:32.0,A11F2S2642132792
12574,A11F2S2642132802,5,2026-08-19 11:23,23:32.0,23:32.0,A11F2S2642132802
12575,A11F2S2642132801,6,2026-08-19 11:23,23:32.0,23:32.0,A11F2S2642132801
12576,A11F2S2642132808,1,2026-08-19 11:23,23:32.0,23:32.0,A11F2S2642132808
12577,A11F2S2642132780,3,2026-08-19 11:23,23:23.0,23:23.0,A11F2S2642132780
12578,A11F2S2642132779,4,2026-08-19 11:23,23:23.0,23:23.0,A11F2S2642132779
12579,A11F2S2642132789,6,2026-08-19 11:23,23:23.0,23:23.0,A11F2S2642132789
12580,A11F2S2642132795,2,2026-08-19 11:23,23:23.0,23:23.0,A11F2S2642132795
12581,A11F2S2642132790,5,2026-08-19 11:23,23:23.0,23:23.0,A11F2S2642132790
12582,A11F2S2642132796,1,2026-08-19 11:23,23:23.0,23:23.0,A11F2S2642132796
12583,A11F2S2642133118,3,2026-08-19 11:23,23:16.0,23:16.0,A11F2S2642133118
12584,A11F2S2642133119,2,2026-08-19 11:23,23:16.0,23:16.0,A11F2S2642133119
12585,A11F2S2642132805,4,2026-08-19 11:23,23:16.0,23:16.0,A11F2S2642132805
12586,A11F2S2642132785,6,2026-08-19 11:23,23:16.0,23:16.0,A11F2S2642132785
12587,A11F2S2642132786,5,2026-08-19 11:23,23:16.0,23:16.0,A11F2S2642132786
12588,A11F2S2642133120,1,2026-08-19 11:23,23:16.0,23:16.0,A11F2S2642133120
12589,A11F2S2642133121,6,2026-08-19 11:22,23:07.0,23:07.0,A11F2S2642133121
12590,A11F2S2642133125,3,2026-08-19 11:22,23:07.0,23:07.0,A11F2S2642133125
12591,A11F2S2642133127,1,2026-08-19 11:22,23:07.0,23:07.0,A11F2S2642133127
12592,A11F2S2642133124,4,2026-08-19 11:22,23:07.0,23:07.0,A11F2S2642133124
12593,A11F2S2642133123,5,2026-08-19 11:22,23:07.0,23:07.0,A11F2S2642133123
12594,A11F2S2642133126,2,2026-08-19 11:22,23:07.0,23:07.0,A11F2S2642133126
12595,A11F2S2642133098,6,2026-08-19 11:22,22:59.0,22:59.0,A11F2S2642133098
12596,A11F2S2642133110,4,2026-08-19 11:22,22:59.0,22:59.0,A11F2S2642133110
12597,A11F2S2642133114,1,2026-08-19 11:22,22:59.0,22:59.0,A11F2S2642133114
12598,A11F2S2642133099,5,2026-08-19 11:22,22:59.0,22:59.0,A11F2S2642133099
12599,A11F2S2642133113,2,2026-08-19 11:22,22:59.0,22:59.0,A11F2S2642133113
12600,A11F2S2642133112,3,2026-08-19 11:22,22:59.0,22:59.0,A11F2S2642133112
12601,A11F2S2642132783,2,2026-08-19 11:22,22:50.0,22:50.0,A11F2S2642132783
12602,A11F2S2642132776,3,2026-08-19 11:22,22:50.0,22:50.0,A11F2S2642132776
12603,A11F2S2642133117,4,2026-08-19 11:22,22:50.0,22:50.0,A11F2S2642133117
12604,A11F2S2642133104,6,2026-08-19 11:22,22:50.0,22:50.0,A11F2S2642133104
12605,A11F2S2642132784,1,2026-08-19 11:22,22:50.0,22:50.0,A11F2S2642132784
12606,A11F2S2642133116,5,2026-08-19 11:22,22:50.0,22:50.0,A11F2S2642133116
12607,A11F2S2642132793,4,2026-08-19 11:22,22:42.0,22:42.0,A11F2S2642132793
12608,A11F2S2642132788,1,2026-08-19 11:22,22:42.0,22:42.0,A11F2S2642132788
12609,A11F2S2642132787,2,2026-08-19 11:22,22:42.0,22:42.0,A11F2S2642132787
12610,A11F2S2642132773,6,2026-08-19 11:22,22:42.0,22:42.0,A11F2S2642132773
12611,A11F2S2642132774,5,2026-08-19 11:22,22:42.0,22:42.0,A11F2S2642132774
12612,A11F2S2642132794,3,2026-08-19 11:22,22:42.0,22:42.0,A11F2S2642132794
12613,A11F2S2642132782,3,2026-08-19 11:22,22:34.0,22:34.0,A11F2S2642132782
12614,A11F2S2642132777,1,2026-08-19 11:22,22:34.0,22:34.0,A11F2S2642132777
12615,A11F2S2642132775,2,2026-08-19 11:22,22:34.0,22:34.0,A11F2S2642132775
12616,A11F2S2642132762,5,2026-08-19 11:22,22:34.0,22:34.0,A11F2S2642132762
12617,A11F2S2642132781,4,2026-08-19 11:22,22:34.0,22:34.0,A11F2S2642132781
12618,A11F2S2642132761,6,2026-08-19 11:22,22:34.0,22:34.0,A11F2S2642132761
12619,A11F2S2642133042,1,2026-08-19 11:22,22:26.0,22:26.0,A11F2S2642133042
12620,A11F2S2642133040,3,2026-08-19 11:22,22:26.0,22:26.0,A11F2S2642133040
12621,A11F2S2642132768,4,2026-08-19 11:22,22:26.0,22:26.0,A11F2S2642132768
12622,A11F2S2642133041,2,2026-08-19 11:22,22:26.0,22:26.0,A11F2S2642133041
12623,A11F2S2642132778,6,2026-08-19 11:22,22:26.0,22:26.0,A11F2S2642132778
12624,A11F2S2642132767,5,2026-08-19 11:22,22:26.0,22:26.0,A11F2S2642132767
12625,A11F2S2642133045,2,2026-08-19 11:22,22:18.0,22:18.0,A11F2S2642133045
12626,A11F2S2642133046,1,2026-08-19 11:22,22:18.0,22:18.0,A11F2S2642133046
12627,A11F2S2642133055,4,2026-08-19 11:22,22:18.0,22:18.0,A11F2S2642133055
12628,A11F2S2642133061,6,2026-08-19 11:22,22:18.0,22:18.0,A11F2S2642133061
12629,A11F2S2642133044,3,2026-08-19 11:22,22:18.0,22:18.0,A11F2S2642133044
12630,A11F2S2642133050,5,2026-08-19 11:22,22:18.0,22:18.0,A11F2S2642133050
12631,A11F2S2642133032,3,2026-08-19 11:22,22:09.0,22:09.0,A11F2S2642133032
12632,A11F2S2642133033,2,2026-08-19 11:22,22:09.0,22:09.0,A11F2S2642133033
12633,A11F2S2642133035,1,2026-08-19 11:22,22:09.0,22:09.0,A11F2S2642133035
12634,A11F2S2642133043,4,2026-08-19 11:22,22:09.0,22:09.0,A11F2S2642133043
12635,A11F2S2642133038,5,2026-08-19 11:22,22:09.0,22:09.0,A11F2S2642133038
12636,A11F2S2642133049,6,2026-08-19 11:22,22:09.0,22:09.0,A11F2S2642133049
12637,A11F2S2642132836,3,2026-08-19 11:21,22:01.0,22:01.0,A11F2S2642132836
12638,A11F2S2642133037,5,2026-08-19 11:21,22:01.0,22:01.0,A11F2S2642133037
12639,A11F2S2642133036,6,2026-08-19 11:21,22:01.0,22:01.0,A11F2S2642133036
12640,A11F2S2642132837,2,2026-08-19 11:21,22:01.0,22:01.0,A11F2S2642132837
12641,A11F2S2642133039,4,2026-08-19 11:21,22:01.0,22:01.0,A11F2S2642133039
12642,A11F2S2642132838,1,2026-08-19 11:21,22:01.0,22:01.0,A11F2S2642132838
12643,A11F2S2642132827,5,2026-08-19 11:21,21:53.0,21:53.0,A11F2S2642132827
12644,A11F2S2642132834,1,2026-08-19 11:21,21:53.0,21:53.0,A11F2S2642132834
12645,A11F2S2642132839,6,2026-08-19 11:21,21:53.0,21:53.0,A11F2S2642132839
12646,A11F2S2642132844,3,2026-08-19 11:21,21:53.0,21:53.0,A11F2S2642132844
12647,A11F2S2642132828,4,2026-08-19 11:21,21:53.0,21:53.0,A11F2S2642132828
12648,A11F2S2642132845,2,2026-08-19 11:21,21:53.0,21:53.0,A11F2S2642132845
12649,A11F2S2642132826,6,2026-08-19 11:21,21:45.0,21:45.0,A11F2S2642132826
12650,A11F2S2642132816,4,2026-08-19 11:21,21:45.0,21:45.0,A11F2S2642132816
12651,A11F2S2642132833,2,2026-08-19 11:21,21:45.0,21:45.0,A11F2S2642132833
12652,A11F2S2642132821,1,2026-08-19 11:21,21:45.0,21:45.0,A11F2S2642132821
12653,A11F2S2642132815,5,2026-08-19 11:21,21:45.0,21:45.0,A11F2S2642132815
12654,A11F2S2642132831,3,2026-08-19 11:21,21:45.0,21:45.0,A11F2S2642132831
12655,A11F2S2642132822,6,2026-08-19 11:21,21:36.0,21:36.0,A11F2S2642132822
12656,A11F2S2642133068,2,2026-08-19 11:21,21:36.0,21:36.0,A11F2S2642133068
12657,A11F2S2642133079,3,2026-08-19 11:21,21:36.0,21:36.0,A11F2S2642133079
12658,A11F2S2642132842,4,2026-08-19 11:21,21:36.0,21:36.0,A11F2S2642132842
12659,A11F2S2642133069,1,2026-08-19 11:21,21:36.0,21:36.0,A11F2S2642133069
12660,A11F2S2642132841,5,2026-08-19 11:21,21:36.0,21:36.0,A11F2S2642132841
12661,A11F2S2642133089,4,2026-08-19 11:21,21:27.0,21:27.0,A11F2S2642133089
12662,A11F2S2642133070,6,2026-08-19 11:21,21:27.0,21:27.0,A11F2S2642133070
12663,A11F2S2642133071,5,2026-08-19 11:21,21:27.0,21:27.0,A11F2S2642133071
12664,A11F2S2642133090,3,2026-08-19 11:21,21:27.0,21:27.0,A11F2S2642133090
12665,A11F2S2642133091,2,2026-08-19 11:21,21:27.0,21:27.0,A11F2S2642133091
12666,A11F2S2642133080,1,2026-08-19 11:21,21:27.0,21:27.0,A11F2S2642133080
12667,A11F2S2642133047,6,2026-08-19 11:21,21:20.0,21:20.0,A11F2S2642133047
12668,A11F2S2642133067,4,2026-08-19 11:21,21:20.0,21:20.0,A11F2S2642133067
12669,A11F2S2642133058,2,2026-08-19 11:21,21:20.0,21:20.0,A11F2S2642133058
12670,A11F2S2642133057,3,2026-08-19 11:21,21:20.0,21:20.0,A11F2S2642133057
12671,A11F2S2642133059,1,2026-08-19 11:21,21:20.0,21:20.0,A11F2S2642133059
12672,A11F2S2642133048,5,2026-08-19 11:21,21:20.0,21:20.0,A11F2S2642133048
12673,A11F2S2642133060,6,2026-08-19 11:21,21:11.0,21:11.0,A11F2S2642133060
12674,A11F2S2642132819,2,2026-08-19 11:21,21:11.0,21:11.0,A11F2S2642132819
12675,A11F2S2642132820,1,2026-08-19 11:21,21:11.0,21:11.0,A11F2S2642132820
12676,A11F2S2642133056,5,2026-08-19 11:21,21:11.0,21:11.0,A11F2S2642133056
12677,A11F2S2642133077,4,2026-08-19 11:21,21:11.0,21:11.0,A11F2S2642133077
12678,A11F2S2642132804,3,2026-08-19 11:21,21:11.0,21:11.0,A11F2S2642132804
12679,A11F2S2642132829,4,2026-08-19 11:20,21:03.0,21:03.0,A11F2S2642132829
12680,A11F2S2642132830,3,2026-08-19 11:20,21:03.0,21:03.0,A11F2S2642132830
12681,A11F2S2642132825,1,2026-08-19 11:20,21:03.0,21:03.0,A11F2S2642132825
12682,A11F2S2642132809,6,2026-08-19 11:20,21:03.0,21:03.0,A11F2S2642132809
12683,A11F2S2642132810,5,2026-08-19 11:20,21:03.0,21:03.0,A11F2S2642132810
12684,A11F2S2642132824,2,2026-08-19 11:20,21:03.0,21:03.0,A11F2S2642132824
12685,A11F2S2642132811,2,2026-08-19 11:20,20:55.0,20:55.0,A11F2S2642132811
12686,A11F2S2642132817,4,2026-08-19 11:20,20:55.0,20:55.0,A11F2S2642132817
12687,A11F2S2642132812,1,2026-08-19 11:20,20:55.0,20:55.0,A11F2S2642132812
12688,A11F2S2642132818,3,2026-08-19 11:20,20:55.0,20:55.0,A11F2S2642132818
12689,A11F2S2642132797,6,2026-08-19 11:20,20:55.0,20:55.0,A11F2S2642132797
12690,A11F2S2642132798,5,2026-08-19 11:20,20:55.0,20:55.0,A11F2S2642132798
12691,A11F2S2642133021,3,2026-08-19 11:20,20:47.0,20:47.0,A11F2S2642133021
12692,A11F2S2642132803,4,2026-08-19 11:20,20:47.0,20:47.0,A11F2S2642132803
12693,A11F2S2642132814,5,2026-08-19 11:20,20:47.0,20:47.0,A11F2S2642132814
12694,A11F2S2642132813,6,2026-08-19 11:20,20:47.0,20:47.0,A11F2S2642132813
12695,A11F2S2642133022,2,2026-08-19 11:20,20:47.0,20:47.0,A11F2S2642133022
12696,A11F2S2642133023,1,2026-08-19 11:20,20:47.0,20:47.0,A11F2S2642133023
12697,A11F2S2642133024,6,2026-08-19 11:20,20:38.0,20:38.0,A11F2S2642133024
12698,A11F2S2642133029,2,2026-08-19 11:20,20:38.0,20:38.0,A11F2S2642133029
12699,A11F2S2642133025,5,2026-08-19 11:20,20:38.0,20:38.0,A11F2S2642133025
12700,A11F2S2642133027,4,2026-08-19 11:20,20:38.0,20:38.0,A11F2S2642133027
12701,A11F2S2642133028,3,2026-08-19 11:20,20:38.0,20:38.0,A11F2S2642133028
12702,A11F2S2642133030,1,2026-08-19 11:20,20:38.0,20:38.0,A11F2S2642133030
12703,A11F2S2642133017,3,2026-08-19 11:20,20:31.0,20:31.0,A11F2S2642133017
12704,A11F2S2642133012,6,2026-08-19 11:20,20:31.0,20:31.0,A11F2S2642133012
12705,A11F2S2642133019,1,2026-08-19 11:20,20:31.0,20:31.0,A11F2S2642133019
12706,A11F2S2642133013,5,2026-08-19 11:20,20:31.0,20:31.0,A11F2S2642133013
12707,A11F2S2642133018,2,2026-08-19 11:20,20:31.0,20:31.0,A11F2S2642133018
12708,A11F2S2642133016,4,2026-08-19 11:20,20:31.0,20:31.0,A11F2S2642133016
12709,A11F2S2642133345,3,2026-08-19 11:20,20:22.0,20:22.0,A11F2S2642133345
12710,A11F2S2642133031,6,2026-08-19 11:20,20:22.0,20:22.0,A11F2S2642133031
12711,A11F2S2642133347,1,2026-08-19 11:20,20:22.0,20:22.0,A11F2S2642133347
12712,A11F2S2642133020,4,2026-08-19 11:20,20:22.0,20:22.0,A11F2S2642133020
12713,A11F2S2642133026,5,2026-08-19 11:20,20:22.0,20:22.0,A11F2S2642133026
12714,A11F2S2642133346,2,2026-08-19 11:20,20:22.0,20:22.0,A11F2S2642133346
12715,A11F2S2642133349,6,2026-08-19 11:20,20:15.0,20:15.0,A11F2S2642133349
12716,A11F2S2642133354,1,2026-08-19 11:20,20:15.0,20:15.0,A11F2S2642133354
12717,A11F2S2642133350,5,2026-08-19 11:20,20:15.0,20:15.0,A11F2S2642133350
12718,A11F2S2642133352,3,2026-08-19 11:20,20:15.0,20:15.0,A11F2S2642133352
12719,A11F2S2642133351,4,2026-08-19 11:20,20:15.0,20:15.0,A11F2S2642133351
12720,A11F2S2642133353,2,2026-08-19 11:20,20:15.0,20:15.0,A11F2S2642133353
12721,A11F2S2642133336,6,2026-08-19 11:19,20:06.0,20:06.0,A11F2S2642133336
12722,A11F2S2642133340,2,2026-08-19 11:19,20:06.0,20:06.0,A11F2S2642133340
12723,A11F2S2642133337,5,2026-08-19 11:19,20:06.0,20:06.0,A11F2S2642133337
12724,A11F2S2642133338,4,2026-08-19 11:19,20:06.0,20:06.0,A11F2S2642133338
12725,A11F2S2642133339,3,2026-08-19 11:19,20:06.0,20:06.0,A11F2S2642133339
12726,A11F2S2642133341,1,2026-08-19 11:19,20:06.0,20:06.0,A11F2S2642133341
12727,A11F2S2642133006,2,2026-08-19 11:19,19:57.0,19:57.0,A11F2S2642133006
12728,A11F2S2642133344,4,2026-08-19 11:19,19:57.0,19:57.0,A11F2S2642133344
12729,A11F2S2642133342,6,2026-08-19 11:19,19:57.0,19:57.0,A11F2S2642133342
12730,A11F2S2642133007,1,2026-08-19 11:19,19:57.0,19:57.0,A11F2S2642133007
12731,A11F2S2642133343,5,2026-08-19 11:19,19:57.0,19:57.0,A11F2S2642133343
12732,A11F2S2642133005,3,2026-08-19 11:19,19:57.0,19:57.0,A11F2S2642133005
12733,A11F2S2642133009,3,2026-08-19 11:19,19:49.0,19:49.0,A11F2S2642133009
12734,A11F2S2642133014,6,2026-08-19 11:19,19:49.0,19:49.0,A11F2S2642133014
12735,A11F2S2642133011,1,2026-08-19 11:19,19:49.0,19:49.0,A11F2S2642133011
12736,A11F2S2642133008,4,2026-08-19 11:19,19:49.0,19:49.0,A11F2S2642133008
12737,A11F2S2642133010,2,2026-08-19 11:19,19:49.0,19:49.0,A11F2S2642133010
12738,A11F2S2642133015,5,2026-08-19 11:19,19:49.0,19:49.0,A11F2S2642133015
12739,A11F2S2642132996,4,2026-08-19 11:19,19:41.0,19:41.0,A11F2S2642132996
12740,A11F2S2642133002,6,2026-08-19 11:19,19:41.0,19:41.0,A11F2S2642133002
12741,A11F2S2642132999,1,2026-08-19 11:19,19:41.0,19:41.0,A11F2S2642132999
12742,A11F2S2642132997,3,2026-08-19 11:19,19:41.0,19:41.0,A11F2S2642132997
12743,A11F2S2642133003,5,2026-08-19 11:19,19:41.0,19:41.0,A11F2S2642133003
12744,A11F2S2642132998,2,2026-08-19 11:19,19:41.0,19:41.0,A11F2S2642132998
12745,A11F2S2642133291,1,2026-08-19 11:19,19:33.0,19:33.0,A11F2S2642133291
12746,A11F2S2642133004,4,2026-08-19 11:19,19:33.0,19:33.0,A11F2S2642133004
12747,A11F2S2642133000,6,2026-08-19 11:19,19:33.0,19:33.0,A11F2S2642133000
12748,A11F2S2642133001,5,2026-08-19 11:19,19:33.0,19:33.0,A11F2S2642133001
12749,A11F2S2642133290,2,2026-08-19 11:19,19:33.0,19:33.0,A11F2S2642133290
12750,A11F2S2642133287,3,2026-08-19 11:19,19:33.0,19:33.0,A11F2S2642133287
12751,A11F2S2642133296,2,2026-08-19 11:19,19:25.0,19:25.0,A11F2S2642133296
12752,A11F2S2642133292,6,2026-08-19 11:19,19:25.0,19:25.0,A11F2S2642133292
12753,A11F2S2642133294,4,2026-08-19 11:19,19:25.0,19:25.0,A11F2S2642133294
12754,A11F2S2642133293,5,2026-08-19 11:19,19:25.0,19:25.0,A11F2S2642133293
12755,A11F2S2642133295,3,2026-08-19 11:19,19:25.0,19:25.0,A11F2S2642133295
12756,A11F2S2642133297,1,2026-08-19 11:19,19:25.0,19:25.0,A11F2S2642133297
12757,A11F2S2642133282,5,2026-08-19 11:19,19:17.0,19:17.0,A11F2S2642133282
12758,A11F2S2642133272,4,2026-08-19 11:19,19:17.0,19:17.0,A11F2S2642133272
12759,A11F2S2642133281,6,2026-08-19 11:19,19:17.0,19:17.0,A11F2S2642133281
12760,A11F2S2642133285,1,2026-08-19 11:19,19:17.0,19:17.0,A11F2S2642133285
12761,A11F2S2642133284,2,2026-08-19 11:19,19:17.0,19:17.0,A11F2S2642133284
12762,A11F2S2642133283,3,2026-08-19 11:19,19:17.0,19:17.0,A11F2S2642133283
12763,A11F2S2642133289,4,2026-08-19 11:19,19:09.0,19:09.0,A11F2S2642133289
12764,A11F2S2642133436,2,2026-08-19 11:19,19:09.0,19:09.0,A11F2S2642133436
12765,A11F2S2642133437,1,2026-08-19 11:19,19:09.0,19:09.0,A11F2S2642133437
12766,A11F2S2642133288,5,2026-08-19 11:19,19:09.0,19:09.0,A11F2S2642133288
12767,A11F2S2642133424,3,2026-08-19 11:19,19:09.0,19:09.0,A11F2S2642133424
12768,A11F2S2642133286,6,2026-08-19 11:19,19:09.0,19:09.0,A11F2S2642133286
12769,A11F2S2642133428,5,2026-08-19 11:18,19:01.0,19:01.0,A11F2S2642133428
12770,A11F2S2642133438,6,2026-08-19 11:18,19:01.0,19:01.0,A11F2S2642133438
12771,A11F2S2642133429,4,2026-08-19 11:18,19:01.0,19:01.0,A11F2S2642133429
12772,A11F2S2642133443,1,2026-08-19 11:18,19:01.0,19:01.0,A11F2S2642133443
12773,A11F2S2642133442,2,2026-08-19 11:18,19:01.0,19:01.0,A11F2S2642133442
12774,A11F2S2642133430,3,2026-08-19 11:18,19:01.0,19:01.0,A11F2S2642133430
12775,A11F2S2642133417,4,2026-08-19 11:18,18:53.0,18:53.0,A11F2S2642133417
12776,A11F2S2642133427,6,2026-08-19 11:18,18:53.0,18:53.0,A11F2S2642133427
